objectid,parentid,title,description,item information,postcard_type,creator,date,subject,location,publisher,publisher location,source,date is approximate,rights,rightsstatement,original_format,type,format,language,latitude,longitude,filename,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
nwpostcards1313,nwpostcards1312,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01at.jpg,pg_9_12_01at,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01at.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01at_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01at_th.jpg,,
nwpostcards1314,nwpostcards1312,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01at_b.jpg,pg_9_12_01at_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01at_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01at_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01at_b_th.jpg,,
nwpostcards1315,,Metallurgical Building. University of Idaho. No. 78.,"Postcard of the Metallurgical Building, now Art and Architecture, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.727102,-117.010918,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01au_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01au_th.jpg,,
nwpostcards1316,nwpostcards1315,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01au.jpg,pg_9_12_01au,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01au.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01au_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01au_th.jpg,,
nwpostcards1317,nwpostcards1315,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01au_b.jpg,pg_9_12_01au_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01au_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01au_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01au_b_th.jpg,,
nwpostcards1318,,Auditorium. Administration Building. University of Idaho.,"Postcard of the auditorium in the Administration building on the University of Idaho campus in Moscow, Idaho.",written message,photographic postcard,,1918,"universities (institutions); universities (buildings); buildings; campuses; auditoriums, flags; chandeliers (hanging lights); photographic postcards","Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.725922,-117.011095,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj2_th.jpg,,
nwpostcards1319,nwpostcards1318,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bj2.jpg,pg_9_12_01bj2,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bj2.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj2_th.jpg,,
nwpostcards1320,nwpostcards1318,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bj2_b.jpg,pg_9_12_01bj2_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bj2_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj2_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj2_b_th.jpg,,
nwpostcards1355,,"Campus of the University of Idaho, showing the Metallurgical and Agricultural Buildings, also Assay Laboratory.","Postcard of the Metallurgical and Agriculture buildings on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 9/2/1912, Moscow, ID; Destination: Tacoma, WA",photographic postcard,,1912,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",Cardinal Vincent Co.,"San Francisco, CA","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.726746,-117.010849,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bp_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bp_th.jpg,,
nwpostcards1356,nwpostcards1355,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bp.jpg,pg_9_12_01bp,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bp.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bp_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bp_th.jpg,,
nwpostcards1357,nwpostcards1355,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bp_b.jpg,pg_9_12_01bp_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bp_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bp_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bp_b_th.jpg,,
nwpostcards1358,,Sigma Nu and Gamma Phi Beta Houses. University of Idaho. No. 76.,"Postcard of the Sigma Nu and Gamma Phi-Beta on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; fraternity houses; sorority houses; automobiles; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.724135,-117.010591,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bf_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bf_th.jpg,,
nwpostcards1359,nwpostcards1358,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bf.jpg,pg_9_12_01bf,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bf.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bf_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bf_th.jpg,,
nwpostcards1360,nwpostcards1358,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bf_b.jpg,pg_9_12_01bf_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bf_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bf_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bf_b_th.jpg,,
nwpostcards1361,,School of Mines Building. University of Idaho.,"Postcard of the School of Mines building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 5/5/1908, Moscow, ID; Destination: Chelsea, MA",photographic postcard,,1908,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",R.R. Sherfey,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,46.725126,-117.010234,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt_th.jpg,,
nwpostcards1362,nwpostcards1361,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bt.jpg,pg_9_12_01bt,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bt.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt_th.jpg,,
nwpostcards1363,nwpostcards1361,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bt_b.jpg,pg_9_12_01bt_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bt_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt_b_th.jpg,,
nwpostcards1364,,Neale Stadium. University of Idaho. 118,"Postcard of Neale Stadium, which was in the area of the Kibbie Dome, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; football stadiums; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.726352,-117.015072,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bg_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bg_th.jpg,,
nwpostcards1365,nwpostcards1364,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bg.jpg,pg_9_12_01bg,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bg.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bg_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bg_th.jpg,,
nwpostcards1366,nwpostcards1364,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bg_b.jpg,pg_9_12_01bg_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bg_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bg_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bg_b_th.jpg,,
nwpostcards1367,,School of Mines Building. University of Idaho.,"Postcard of the School of Mines building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.","written message; postage applied; Postmark: 9/4/1908, Moscow, ID; Destination: Altamura, IA",photographic postcard,,1908,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",R. Hodgins,"Moscow, ID","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, color postcard",Image;StillImage,multiple,eng,46.725126,-117.010234,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt2_th.jpg,,
nwpostcards1368,nwpostcards1367,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bt2.jpg,pg_9_12_01bt2,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bt2.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt2_th.jpg,,
nwpostcards1369,nwpostcards1367,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bt2_b.jpg,pg_9_12_01bt2_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bt2_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bt2_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bt2_b_th.jpg,,
nwpostcards1370,,Engineering Building. University of Idaho. No. 64.,"Postcard of the Engineering Building, which is no longer standing, on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1918,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.725014,-117.009883,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bh_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bh_th.jpg,,
nwpostcards1371,nwpostcards1370,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bh.jpg,pg_9_12_01bh,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bh.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bh_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bh_th.jpg,,
nwpostcards1372,nwpostcards1370,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bh_b.jpg,pg_9_12_01bh_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bh_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bh_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bh_b_th.jpg,,
nwpostcards1373,,Big bonfire and rally. WSC vs. UofI. University of Idaho.,Postcard of a bonfire during a rally for a football game in 1918.,,photographic postcard,,1918,universities (institutions); bonfire firing; photographic postcards,"Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.726963,-117.015747,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bi_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bi_th.jpg,,
nwpostcards1374,nwpostcards1373,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bi.jpg,pg_9_12_01bi,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bi.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bi_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bi_th.jpg,,
nwpostcards1375,nwpostcards1373,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bi_b.jpg,pg_9_12_01bi_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bi_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bi_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bi_b_th.jpg,,
nwpostcards1376,,Auditorium. Administration Building. University of Idaho.,"Postcard of the auditorium in the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1918,"universities (institutions); universities (buildings); buildings; campuses; auditoriums, flags; chandeliers (hanging lights); photographic postcards","Moscow, Idaho",,,"PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.725922,-117.011095,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj_th.jpg,,
nwpostcards1377,nwpostcards1376,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bj.jpg,pg_9_12_01bj,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bj.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj_th.jpg,,
nwpostcards1378,nwpostcards1376,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bj_b.jpg,pg_9_12_01bj_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bj_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bj_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bj_b_th.jpg,,
nwpostcards1379,,Administration Building. University of Idaho. No. 30.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.725562,-117.009633,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl2_th.jpg,,
nwpostcards1380,nwpostcards1379,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bl2.jpg,pg_9_12_01bl2,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bl2.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl2_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl2_th.jpg,,
nwpostcards1381,nwpostcards1379,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bl2_b.jpg,pg_9_12_01bl2_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bl2_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl2_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl2_b_th.jpg,,
nwpostcards1382,,Administration Building. University of Idaho. No. 30.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.725562,-117.009633,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl_th.jpg,,
nwpostcards1383,nwpostcards1382,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bl.jpg,pg_9_12_01bl,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bl.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl_th.jpg,,
nwpostcards1384,nwpostcards1382,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bl_b.jpg,pg_9_12_01bl_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bl_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bl_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bl_b_th.jpg,,
nwpostcards1385,,View from School of Mines. Administration Building. University of Idaho. No. 45.,"Postcard of the Administration building on the University of Idaho campus in Moscow, Idaho.",,photographic postcard,,1920,universities (institutions); universities (buildings); buildings; campuses; trees; towers; photographic postcards,"Moscow, Idaho",Pacific Photo Co.,"Salem, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"3.5x5.5, black and white postcard",Image;StillImage,multiple,eng,46.724878,-117.010007,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bm_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bm_th.jpg,,
nwpostcards1386,nwpostcards1385,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bm.jpg,pg_9_12_01bm,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bm_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bm_th.jpg,,
nwpostcards1387,nwpostcards1385,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bm_b.jpg,pg_9_12_01bm_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bm_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bm_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bm_b_th.jpg,,
nwpostcards1391,,First Administration Building. University of Idaho.,"Postcard of the first Administration building, which was destroyed in 1906, on the University of Idaho campus in Moscow, Idaho. | The first University of Idaho Administration Building in 1900. The building was destroyed by fire in 1906.",,photographic postcard,,1900,universities (institutions); universities (buildings); buildings; campuses; trees; photographic postcards,"Moscow, Idaho","Industrial Litho, Inc.","Eugene, OR","PG 9, Postcard Collection, University of Idaho Library Special Collections and Archives, https://www.lib.uidaho.edu/special-collections/",yes,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,"4x6, black and white postcard",Image;StillImage,multiple,eng,46.725426,-117.009293,,,multiple,,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bq_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bq_th.jpg,,
nwpostcards1392,nwpostcards1391,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bq.jpg,pg_9_12_01bq,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bq.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bq_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bq_th.jpg,,
nwpostcards1393,nwpostcards1391,,,,,,,,,,,,,,,,,image/jpeg,,,,pg_9_12_01bq_b.jpg,pg_9_12_01bq_b,image,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/pg_9_12_01bq_b.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/small/pg_9_12_01bq_b_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-nwpostcards/thumbs/pg_9_12_01bq_b_th.jpg,,
